Stock_Y,Stock_X,Correlation,Sign
PIDILITIND.NS,RECLTD.NS,0.8022,positive
BPCL.NS,GLENMARK.NS,0.802,positive
SBIN.NS,DLF.NS,0.802,positive
BRITANNIA.NS,IEX.NS,0.8019,positive
ICICIBANK.NS,NATIONALUM.NS,0.8019,positive
HCLTECH.NS,INDIACEM.NS,0.8018,positive
TVSMOTOR.NS,MOTHERSON.NS,0.8018,positive
LALPATHLAB.NS,POLYCAB.NS,0.8017,positive
LUPIN.NS,CUMMINSIND.NS,0.8015,positive
MGL.NS,POWERGRID.NS,0.8014,positive
DIVISLAB.NS,TRENT.NS,0.8013,positive
INDIACEM.NS,LUPIN.NS,0.8012,positive
JSWSTEEL.NS,TECHM.NS,0.8009,positive
CUB.NS,ASHOKLEY.NS,0.8007,positive
TECHM.NS,ASHOKLEY.NS,0.8007,positive
ASIANPAINT.NS,IDFCFIRSTB.NS,0.8006,positive
BPCL.NS,M&M.NS,0.8006,positive
MARUTI.NS,TATAPOWER.NS,0.8006,positive
ULTRACEMCO.NS,MOTHERSON.NS,0.8006,positive
GODREJCP.NS,SBIN.NS,0.8003,positive
AXISBANK.NS,TATASTEEL.NS,0.8002,positive
LT.NS,CIPLA.NS,0.8001,positive
BALKRISIND.NS,EXIDEIND.NS,0.8,positive
COALINDIA.NS,TRENT.NS,0.7999,positive
LAURUSLABS.NS,M&M.NS,0.7999,positive
IDFCFIRSTB.NS,RBLBANK.NS,0.7998,positive
TECHM.NS,IEX.NS,0.7998,positive
ICICIPRULI.NS,AUROPHARMA.NS,0.7997,positive
ASHOKLEY.NS,GRANULES.NS,0.7996,positive
JINDALSTEL.NS,NAUKRI.NS,0.7995,positive
COALINDIA.NS,MOTHERSON.NS,0.7994,positive
BPCL.NS,EXIDEIND.NS,0.7993,positive
EXIDEIND.NS,TRENT.NS,0.7993,positive
ONGC.NS,LUPIN.NS,0.7993,positive
RELIANCE.NS,PNB.NS,0.7992,positive
POLYCAB.NS,OFSS.NS,0.7991,positive
MARICO.NS,NAUKRI.NS,0.799,positive
TECHM.NS,BALRAMCHIN.NS,0.7989,positive
LALPATHLAB.NS,COLPAL.NS,0.7988,positive
HINDALCO.NS,HEROMOTOCO.NS,0.7988,positive
HAVELLS.NS,ASHOKLEY.NS,0.7987,positive
CHOLAFIN.NS,MANAPPURAM.NS,0.7987,positive
ICICIBANK.NS,PETRONET.NS,0.7987,positive
SUNPHARMA.NS,COALINDIA.NS,0.7986,positive
TVSMOTOR.NS,BHEL.NS,0.7984,positive
JINDALSTEL.NS,SHRIRAMFIN.NS,0.7984,positive
BANKBARODA.NS,BOSCHLTD.NS,0.7982,positive
RELIANCE.NS,HEROMOTOCO.NS,0.7982,positive
POWERGRID.NS,INDHOTEL.NS,0.7981,positive
AXISBANK.NS,HEROMOTOCO.NS,0.798,positive
BOSCHLTD.NS,BHARTIARTL.NS,0.798,positive
IEX.NS,BOSCHLTD.NS,0.7979,positive
BPCL.NS,HINDCOPPER.NS,0.7978,positive
CHOLAFIN.NS,ASHOKLEY.NS,0.7977,positive
SAIL.NS,EXIDEIND.NS,0.7975,positive
JINDALSTEL.NS,IEX.NS,0.7972,positive
SHRIRAMFIN.NS,CUMMINSIND.NS,0.7971,positive
NMDC.NS,EXIDEIND.NS,0.7971,positive
HCLTECH.NS,POWERGRID.NS,0.7971,positive
AUROPHARMA.NS,OBEROIRLTY.NS,0.797,positive
PIDILITIND.NS,TATASTEEL.NS,0.797,positive
MOTHERSON.NS,BHEL.NS,0.7969,positive
METROPOLIS.NS,ONGC.NS,0.7969,positive
MFSL.NS,BALRAMCHIN.NS,0.7967,positive
CUB.NS,OBEROIRLTY.NS,0.7967,positive
GODREJCP.NS,JINDALSTEL.NS,0.7967,positive
MARUTI.NS,INDIGO.NS,0.7967,positive
ICICIBANK.NS,BALRAMCHIN.NS,0.7966,positive
HAVELLS.NS,BPCL.NS,0.7966,positive
WIPRO.NS,GRANULES.NS,0.7966,positive
MANAPPURAM.NS,SHRIRAMFIN.NS,0.7965,positive
METROPOLIS.NS,NATIONALUM.NS,0.7965,positive
BANKBARODA.NS,NTPC.NS,0.7964,positive
ADANIPORTS.NS,OFSS.NS,0.7963,positive
BANKBARODA.NS,RECLTD.NS,0.7963,positive
TECHM.NS,BEL.NS,0.7963,positive
IEX.NS,OFSS.NS,0.7963,positive
SBILIFE.NS,MGL.NS,0.7963,positive
COALINDIA.NS,OFSS.NS,0.7962,positive
OBEROIRLTY.NS,BAJAJ-AUTO.NS,0.7959,positive
LALPATHLAB.NS,VOLTAS.NS,0.7959,positive
POLYCAB.NS,ASHOKLEY.NS,0.7958,positive
AXISBANK.NS,PIDILITIND.NS,0.7958,positive
ICICIGI.NS,RECLTD.NS,0.7958,positive
JUBLFOOD.NS,NAUKRI.NS,0.7958,positive
AMBUJACEM.NS,BOSCHLTD.NS,0.7957,positive
DRREDDY.NS,BAJAJ-AUTO.NS,0.7957,positive
BALKRISIND.NS,HAVELLS.NS,0.7957,positive
COFORGE.NS,MUTHOOTFIN.NS,0.7957,positive
MOTHERSON.NS,HINDPETRO.NS,0.7957,positive
TATACONSUM.NS,BPCL.NS,0.7956,positive
CUB.NS,TORNTPHARM.NS,0.7956,positive
GUJGASLTD.NS,BHARATFORG.NS,0.7955,positive
DRREDDY.NS,TRENT.NS,0.7955,positive
LT.NS,HEROMOTOCO.NS,0.7955,positive
PIDILITIND.NS,BIOCON.NS,0.7953,positive
SUNTV.NS,EXIDEIND.NS,0.7953,positive
JINDALSTEL.NS,EICHERMOT.NS,0.7952,positive
MARUTI.NS,CIPLA.NS,0.7951,positive
NTPC.NS,PNB.NS,0.7951,positive
CIPLA.NS,BIOCON.NS,0.795,positive
ICICIPRULI.NS,COLPAL.NS,0.795,positive
COLPAL.NS,INDUSTOWER.NS,0.795,positive
JINDALSTEL.NS,POLYCAB.NS,0.7949,positive
HAVELLS.NS,AMBUJACEM.NS,0.7948,positive
CUB.NS,VEDL.NS,0.7948,positive
INDIGO.NS,CUMMINSIND.NS,0.7948,positive
RECLTD.NS,NATIONALUM.NS,0.7948,positive
DRREDDY.NS,LICI.NS,0.7947,positive
NAUKRI.NS,BPCL.NS,0.7946,positive
PIDILITIND.NS,IOC.NS,0.7945,positive
COLPAL.NS,HINDPETRO.NS,0.7944,positive
ITC.NS,PIIND.NS,0.7944,positive
METROPOLIS.NS,JINDALSTEL.NS,0.7944,positive
IRCTC.NS,TATAPOWER.NS,0.7943,positive
HCLTECH.NS,BHARTIARTL.NS,0.7942,positive
GAIL.NS,M&M.NS,0.7942,positive
NTPC.NS,VEDL.NS,0.7942,positive
TATASTEEL.NS,DLF.NS,0.794,positive
HINDALCO.NS,FEDERALBNK.NS,0.7939,positive
PIDILITIND.NS,LUPIN.NS,0.7939,positive
MGL.NS,RECLTD.NS,0.7939,positive
CHOLAFIN.NS,MUTHOOTFIN.NS,0.7938,positive
GRASIM.NS,COLPAL.NS,0.7938,positive
SUNPHARMA.NS,COLPAL.NS,0.7938,positive
ULTRACEMCO.NS,ADANIPORTS.NS,0.7935,positive
ASHOKLEY.NS,OBEROIRLTY.NS,0.7935,positive
PIDILITIND.NS,BRITANNIA.NS,0.7935,positive
BAJAJ-AUTO.NS,M&M.NS,0.7931,positive
JINDALSTEL.NS,GLENMARK.NS,0.793,positive
ICICIPRULI.NS,OFSS.NS,0.7929,positive
IEX.NS,PERSISTENT.NS,0.7929,positive
AXISBANK.NS,GRASIM.NS,0.7928,positive
CHOLAFIN.NS,GRASIM.NS,0.7928,positive
SBIN.NS,INDHOTEL.NS,0.7928,positive
COLPAL.NS,HINDCOPPER.NS,0.7927,positive
LT.NS,OBEROIRLTY.NS,0.7926,positive
METROPOLIS.NS,HINDALCO.NS,0.7925,positive
PIDILITIND.NS,ICICIPRULI.NS,0.7925,positive
AXISBANK.NS,TATAPOWER.NS,0.7924,positive
AMBUJACEM.NS,COLPAL.NS,0.7922,positive
NMDC.NS,BOSCHLTD.NS,0.7922,positive
TATASTEEL.NS,BOSCHLTD.NS,0.7922,positive
DRREDDY.NS,BPCL.NS,0.7922,positive
OBEROIRLTY.NS,MOTHERSON.NS,0.7921,positive
GODREJCP.NS,HINDCOPPER.NS,0.7919,positive
RECLTD.NS,INDUSTOWER.NS,0.7919,positive
TVSMOTOR.NS,RECLTD.NS,0.7918,positive
SRF.NS,BAJFINANCE.NS,0.7916,positive
POLYCAB.NS,BHARATFORG.NS,0.7916,positive
TATASTEEL.NS,ONGC.NS,0.7916,positive
UBL.NS,ONGC.NS,0.7913,positive
COFORGE.NS,NAUKRI.NS,0.7912,positive
TATACONSUM.NS,HEROMOTOCO.NS,0.7912,positive
INFY.NS,SUNPHARMA.NS,0.7912,positive
CIPLA.NS,FEDERALBNK.NS,0.7911,positive
DLF.NS,INTELLECT.NS,0.7911,positive
EXIDEIND.NS,VEDL.NS,0.791,positive
UBL.NS,GRANULES.NS,0.791,positive
JUBLFOOD.NS,M&M.NS,0.791,positive
METROPOLIS.NS,NAUKRI.NS,0.791,positive
AXISBANK.NS,EXIDEIND.NS,0.7909,positive
BHARATFORG.NS,NTPC.NS,0.7909,positive
ASHOKLEY.NS,HINDPETRO.NS,0.7908,positive
ULTRACEMCO.NS,RECLTD.NS,0.7908,positive
DEEPAKNTR.NS,BHARATFORG.NS,0.7907,positive
BAJAJFINSV.NS,SRF.NS,0.7906,positive
PETRONET.NS,MGL.NS,0.7905,positive
GRASIM.NS,DIVISLAB.NS,0.7904,positive
LALPATHLAB.NS,ASHOKLEY.NS,0.7902,positive
ASHOKLEY.NS,LUPIN.NS,0.7901,positive
BRITANNIA.NS,AUROPHARMA.NS,0.7901,positive
SBIN.NS,AUROPHARMA.NS,0.7901,positive
INDIACEM.NS,OFSS.NS,0.7901,positive
MFSL.NS,TVSMOTOR.NS,0.7901,positive
MUTHOOTFIN.NS,HINDPETRO.NS,0.79,positive
ULTRACEMCO.NS,ONGC.NS,0.79,positive
SUNPHARMA.NS,MOTHERSON.NS,0.7899,positive
IEX.NS,OBEROIRLTY.NS,0.7898,positive
CIPLA.NS,EICHERMOT.NS,0.7897,positive
CIPLA.NS,LICI.NS,0.7897,positive
COALINDIA.NS,VOLTAS.NS,0.7897,positive
MFSL.NS,EICHERMOT.NS,0.7897,positive
JUBLFOOD.NS,EICHERMOT.NS,0.7894,positive
BALKRISIND.NS,MOTHERSON.NS,0.7893,positive
BALKRISIND.NS,SUNTV.NS,0.7893,positive
TATACONSUM.NS,GAIL.NS,0.7893,positive
GODREJCP.NS,INDUSTOWER.NS,0.7893,positive
BHARATFORG.NS,BAJAJ-AUTO.NS,0.7892,positive
TATASTEEL.NS,BAJAJ-AUTO.NS,0.7892,positive
JINDALSTEL.NS,IOC.NS,0.789,positive
SUNPHARMA.NS,RECLTD.NS,0.789,positive
FEDERALBNK.NS,COFORGE.NS,0.7889,positive
TECHM.NS,EICHERMOT.NS,0.7889,positive
JINDALSTEL.NS,COLPAL.NS,0.7888,positive
OBEROIRLTY.NS,INDUSTOWER.NS,0.7888,positive
LT.NS,JINDALSTEL.NS,0.7888,positive
POLYCAB.NS,CUMMINSIND.NS,0.7887,positive
BALRAMCHIN.NS,BHARTIARTL.NS,0.7886,positive
EICHERMOT.NS,BPCL.NS,0.7885,positive
IOC.NS,EXIDEIND.NS,0.7885,positive
SBIN.NS,METROPOLIS.NS,0.7884,positive
LALPATHLAB.NS,NAUKRI.NS,0.7883,positive
DRREDDY.NS,MGL.NS,0.7882,positive
MPHASIS.NS,TRENT.NS,0.7882,positive
BALRAMCHIN.NS,TRENT.NS,0.7881,positive
INDIGO.NS,NATIONALUM.NS,0.7881,positive
MOTHERSON.NS,NATIONALUM.NS,0.7881,positive
MARUTI.NS,BEL.NS,0.788,positive
TORNTPHARM.NS,INDIACEM.NS,0.788,positive
SBILIFE.NS,INDUSTOWER.NS,0.788,positive
TATASTEEL.NS,BHARATFORG.NS,0.7879,positive
ICICIBANK.NS,COFORGE.NS,0.7879,positive
CUMMINSIND.NS,SIEMENS.NS,0.7879,positive
BANKBARODA.NS,JINDALSTEL.NS,0.7877,positive
PAGEIND.NS,CUB.NS,0.7877,positive
OBEROIRLTY.NS,SHRIRAMFIN.NS,0.7877,positive
SUNTV.NS,HEROMOTOCO.NS,0.7876,positive
LAURUSLABS.NS,SHRIRAMFIN.NS,0.7876,positive
NESTLEIND.NS,TATACONSUM.NS,0.7876,positive
TATAPOWER.NS,BEL.NS,0.7874,positive
MGL.NS,EXIDEIND.NS,0.7874,positive
SBIN.NS,GRANULES.NS,0.7874,positive
JINDALSTEL.NS,LUPIN.NS,0.7874,positive
HAVELLS.NS,VEDL.NS,0.7873,positive
JINDALSTEL.NS,LICI.NS,0.7873,positive
MRF.NS,BANKBARODA.NS,0.7872,positive
GAIL.NS,GLENMARK.NS,0.7872,positive
LT.NS,AMBUJACEM.NS,0.7871,positive
ICICIBANK.NS,POWERGRID.NS,0.7871,positive
INDIACEM.NS,PERSISTENT.NS,0.7871,positive
CIPLA.NS,OBEROIRLTY.NS,0.787,positive
PIDILITIND.NS,LICI.NS,0.787,positive
MRF.NS,PNB.NS,0.787,positive
IRCTC.NS,ADANIPORTS.NS,0.7869,positive
JSWSTEEL.NS,BALRAMCHIN.NS,0.7869,positive
INTELLECT.NS,PNB.NS,0.7869,positive
AUROPHARMA.NS,SHRIRAMFIN.NS,0.7868,positive
GUJGASLTD.NS,MGL.NS,0.7868,positive
WIPRO.NS,GLENMARK.NS,0.7867,positive
APOLLOHOSP.NS,COFORGE.NS,0.7865,positive
BALRAMCHIN.NS,NAUKRI.NS,0.7865,positive
GODREJCP.NS,BOSCHLTD.NS,0.7865,positive
PAGEIND.NS,INDIACEM.NS,0.7864,positive
ONGC.NS,NATIONALUM.NS,0.7864,positive
HINDALCO.NS,BIOCON.NS,0.7863,positive
RELIANCE.NS,BANKBARODA.NS,0.7862,positive
INFY.NS,GLENMARK.NS,0.7861,positive
ASHOKLEY.NS,VOLTAS.NS,0.786,positive
APOLLOHOSP.NS,ONGC.NS,0.7858,positive
LT.NS,HINDALCO.NS,0.7858,positive
PAGEIND.NS,INDHOTEL.NS,0.7857,positive
HCLTECH.NS,BAJAJ-AUTO.NS,0.7856,positive
CUB.NS,JUBLFOOD.NS,0.7855,positive
HDFCBANK.NS,MUTHOOTFIN.NS,0.7855,positive
BOSCHLTD.NS,HINDCOPPER.NS,0.7854,positive
NTPC.NS,NAUKRI.NS,0.7854,positive
POWERGRID.NS,PNB.NS,0.7854,positive
CIPLA.NS,PERSISTENT.NS,0.7853,positive
MARUTI.NS,EICHERMOT.NS,0.7853,positive
SBIN.NS,PNB.NS,0.7852,positive
BRITANNIA.NS,COLPAL.NS,0.7851,positive
APOLLOHOSP.NS,AUROPHARMA.NS,0.785,positive
MARUTI.NS,BOSCHLTD.NS,0.785,positive
MANAPPURAM.NS,INDUSTOWER.NS,0.7849,positive
TATAPOWER.NS,LUPIN.NS,0.7849,positive
ASHOKLEY.NS,EXIDEIND.NS,0.7848,positive
BOSCHLTD.NS,PERSISTENT.NS,0.7848,positive
PAGEIND.NS,MUTHOOTFIN.NS,0.7847,positive
MUTHOOTFIN.NS,TRENT.NS,0.7847,positive
TATAPOWER.NS,OBEROIRLTY.NS,0.7845,positive
DRREDDY.NS,ADANIPORTS.NS,0.7844,positive
APOLLOHOSP.NS,CUMMINSIND.NS,0.7843,positive
SUNTV.NS,HAVELLS.NS,0.7843,positive
LT.NS,APOLLOHOSP.NS,0.7842,positive
COALINDIA.NS,GRANULES.NS,0.7842,positive
BOSCHLTD.NS,INDIGO.NS,0.7841,positive
SHRIRAMFIN.NS,MOTHERSON.NS,0.7839,positive
POLYCAB.NS,AUROPHARMA.NS,0.7838,positive
MPHASIS.NS,LALPATHLAB.NS,0.7838,positive
HAVELLS.NS,BIOCON.NS,0.7837,positive
MARICO.NS,ICICIGI.NS,0.7837,positive
OBEROIRLTY.NS,RECLTD.NS,0.7837,positive
ICICIBANK.NS,OFSS.NS,0.7836,positive
TECHM.NS,BOSCHLTD.NS,0.7835,positive
CIPLA.NS,DLF.NS,0.7835,positive
BHARATFORG.NS,POWERGRID.NS,0.7834,positive
TORNTPHARM.NS,COALINDIA.NS,0.7834,positive
COLPAL.NS,TVSMOTOR.NS,0.7833,positive
LT.NS,NATIONALUM.NS,0.7833,positive
CIPLA.NS,GODREJCP.NS,0.7832,positive
MARICO.NS,CUB.NS,0.7832,positive
LALPATHLAB.NS,FEDERALBNK.NS,0.7832,positive
JUBLFOOD.NS,IEX.NS,0.7832,positive
VOLTAS.NS,PERSISTENT.NS,0.7832,positive
INDIAMART.NS,BANDHANBNK.NS,0.7831,positive
CUB.NS,INDUSTOWER.NS,0.7831,positive
INFY.NS,TORNTPHARM.NS,0.7831,positive
BHARATFORG.NS,ONGC.NS,0.783,positive
UBL.NS,EXIDEIND.NS,0.7827,positive
MARUTI.NS,ICICIGI.NS,0.7827,positive
ESCORTS.NS,AUROPHARMA.NS,0.7826,positive
SBILIFE.NS,CHOLAFIN.NS,0.7826,positive
CIPLA.NS,INDHOTEL.NS,0.7826,positive
INTELLECT.NS,ADANIPORTS.NS,0.7823,positive
COLPAL.NS,TORNTPHARM.NS,0.7823,positive
IEX.NS,CUMMINSIND.NS,0.7822,positive
BAJAJFINSV.NS,MFSL.NS,0.7821,positive
GRASIM.NS,HCLTECH.NS,0.7821,positive
HDFCBANK.NS,JSWSTEEL.NS,0.7821,positive
INDHOTEL.NS,VOLTAS.NS,0.782,positive
UPL.NS,BAJFINANCE.NS,0.7818,positive
ACC.NS,HINDCOPPER.NS,0.7817,positive
ACC.NS,LICI.NS,0.7817,positive
AUROPHARMA.NS,IOC.NS,0.7816,positive
ESCORTS.NS,JINDALSTEL.NS,0.7816,positive
POLYCAB.NS,M&M.NS,0.7816,positive
MARUTI.NS,NTPC.NS,0.7816,positive
AUROPHARMA.NS,VEDL.NS,0.7815,positive
UBL.NS,COALINDIA.NS,0.7815,positive
HAVELLS.NS,HINDCOPPER.NS,0.7815,positive
ICICIPRULI.NS,HAVELLS.NS,0.7815,positive
SBILIFE.NS,HINDPETRO.NS,0.7815,positive
GODREJCP.NS,SAIL.NS,0.7814,positive
GAIL.NS,INDIGO.NS,0.7813,positive
MPHASIS.NS,OFSS.NS,0.7813,positive
UBL.NS,ADANIPORTS.NS,0.7812,positive
ICICIGI.NS,MUTHOOTFIN.NS,0.7811,positive
CIPLA.NS,ASHOKLEY.NS,0.781,positive
UBL.NS,CUB.NS,0.781,positive
MARUTI.NS,M&M.NS,0.781,positive
PIDILITIND.NS,MGL.NS,0.781,positive
JINDALSTEL.NS,BHARTIARTL.NS,0.7808,positive
SBIN.NS,SAIL.NS,0.7808,positive
BHARATFORG.NS,SIEMENS.NS,0.7807,positive
TATASTEEL.NS,GODREJCP.NS,0.7807,positive
SUNPHARMA.NS,ADANIPORTS.NS,0.7806,positive
ITC.NS,LALPATHLAB.NS,0.7806,positive
JUBLFOOD.NS,INDIACEM.NS,0.7805,positive
TATASTEEL.NS,HAVELLS.NS,0.7803,positive
GAIL.NS,NAUKRI.NS,0.7802,positive
OBEROIRLTY.NS,GAIL.NS,0.7801,positive
WIPRO.NS,VEDL.NS,0.7801,positive
MARUTI.NS,PETRONET.NS,0.78,positive
CIPLA.NS,EXIDEIND.NS,0.7799,positive
INDIACEM.NS,VOLTAS.NS,0.7799,positive
NTPC.NS,BEL.NS,0.7798,positive
TCS.NS,GRANULES.NS,0.7798,positive
LICI.NS,HINDPETRO.NS,0.7798,positive
TATAPOWER.NS,VEDL.NS,0.7798,positive
DLF.NS,COLPAL.NS,0.7797,positive
HDFCBANK.NS,MARICO.NS,0.7797,positive
SUNTV.NS,NTPC.NS,0.7797,positive
ULTRACEMCO.NS,COALINDIA.NS,0.7796,positive
CUB.NS,HINDPETRO.NS,0.7796,positive
MGL.NS,INDUSTOWER.NS,0.7796,positive
DRREDDY.NS,POWERGRID.NS,0.7795,positive
SBIN.NS,HINDCOPPER.NS,0.7795,positive
TORNTPHARM.NS,ADANIPORTS.NS,0.7794,positive
HINDALCO.NS,HINDCOPPER.NS,0.7794,positive
BHEL.NS,OFSS.NS,0.7793,positive
PIDILITIND.NS,GRANULES.NS,0.7793,positive
MARICO.NS,TECHM.NS,0.7793,positive
RELIANCE.NS,TATASTEEL.NS,0.7793,positive
OBEROIRLTY.NS,DIVISLAB.NS,0.7792,positive
GODREJCP.NS,PETRONET.NS,0.7792,positive
GRANULES.NS,INDHOTEL.NS,0.7792,positive
LT.NS,ULTRACEMCO.NS,0.7792,positive
MOTHERSON.NS,SIEMENS.NS,0.7792,positive
AXISBANK.NS,POWERGRID.NS,0.7791,positive
BOSCHLTD.NS,INDHOTEL.NS,0.7791,positive
FEDERALBNK.NS,MOTHERSON.NS,0.7791,positive
HEROMOTOCO.NS,OFSS.NS,0.7791,positive
LUPIN.NS,MOTHERSON.NS,0.7791,positive
LICI.NS,PETRONET.NS,0.779,positive
PNB.NS,BAJAJ-AUTO.NS,0.7789,positive
ULTRACEMCO.NS,MANAPPURAM.NS,0.7789,positive
LT.NS,AUROPHARMA.NS,0.7787,positive
JSWSTEEL.NS,PETRONET.NS,0.7785,positive
POLYCAB.NS,NAUKRI.NS,0.7785,positive
ASHOKLEY.NS,GAIL.NS,0.7783,positive
PAGEIND.NS,GLENMARK.NS,0.7783,positive
UBL.NS,MOTHERSON.NS,0.7783,positive
ADANIPORTS.NS,TRENT.NS,0.7782,positive
ICICIGI.NS,EXIDEIND.NS,0.7782,positive
METROPOLIS.NS,BHEL.NS,0.7781,positive
BRITANNIA.NS,LALPATHLAB.NS,0.778,positive
IRCTC.NS,RECLTD.NS,0.7779,positive
LT.NS,GRASIM.NS,0.7777,positive
PETRONET.NS,HEROMOTOCO.NS,0.7776,positive
IEX.NS,INDHOTEL.NS,0.7776,positive
TATAMOTORS.NS,RECLTD.NS,0.7776,positive
BHEL.NS,BEL.NS,0.7772,positive
INDUSINDBK.NS,IDEA.NS,0.7772,positive
ASHOKLEY.NS,AUROPHARMA.NS,0.777,positive
AXISBANK.NS,NTPC.NS,0.777,positive
PIDILITIND.NS,BHARTIARTL.NS,0.777,positive
UBL.NS,BHEL.NS,0.777,positive
SBIN.NS,IEX.NS,0.7768,positive
ACC.NS,PNB.NS,0.7765,positive
SAIL.NS,BPCL.NS,0.7765,positive
ICICIGI.NS,HEROMOTOCO.NS,0.7765,positive
INFY.NS,ICICIGI.NS,0.7765,positive
LALPATHLAB.NS,TECHM.NS,0.7765,positive
ITC.NS,DEEPAKNTR.NS,0.7764,positive
PIDILITIND.NS,FEDERALBNK.NS,0.7764,positive
ICICIBANK.NS,OBEROIRLTY.NS,0.7764,positive
TORNTPHARM.NS,RECLTD.NS,0.7764,positive
TCS.NS,OFSS.NS,0.7763,positive
POWERGRID.NS,PERSISTENT.NS,0.7762,positive
DRREDDY.NS,MPHASIS.NS,0.776,positive
DRREDDY.NS,RECLTD.NS,0.776,positive
ICICIPRULI.NS,GRANULES.NS,0.776,positive
PAGEIND.NS,NAUKRI.NS,0.7757,positive
NTPC.NS,OBEROIRLTY.NS,0.7757,positive
LT.NS,HCLTECH.NS,0.7756,positive
LT.NS,OFSS.NS,0.7756,positive
IEX.NS,COLPAL.NS,0.7755,positive
ULTRACEMCO.NS,JUBLFOOD.NS,0.7753,positive
LICI.NS,INTELLECT.NS,0.7752,positive
BALKRISIND.NS,POLYCAB.NS,0.7751,positive
ICICIGI.NS,BALRAMCHIN.NS,0.7751,positive
AXISBANK.NS,JINDALSTEL.NS,0.775,positive
ASHOKLEY.NS,BOSCHLTD.NS,0.7749,positive
HEROMOTOCO.NS,VOLTAS.NS,0.7749,positive
MARICO.NS,LAURUSLABS.NS,0.7749,positive
CHOLAFIN.NS,INDUSTOWER.NS,0.7748,positive
LT.NS,CUMMINSIND.NS,0.7748,positive
MARUTI.NS,HINDALCO.NS,0.7747,positive
AXISBANK.NS,HINDALCO.NS,0.7745,positive
BANKBARODA.NS,BAJAJ-AUTO.NS,0.7745,positive
COALINDIA.NS,NATIONALUM.NS,0.7744,positive
DRREDDY.NS,HINDPETRO.NS,0.7744,positive
MOTHERSON.NS,BEL.NS,0.7743,positive
PVRINOX.NS,INDUSINDBK.NS,0.7743,positive
EXIDEIND.NS,NATIONALUM.NS,0.7742,positive
HDFCBANK.NS,MFSL.NS,0.7742,positive
WIPRO.NS,OBEROIRLTY.NS,0.7742,positive
TITAN.NS,MRF.NS,0.7741,positive
TATACONSUM.NS,IRCTC.NS,0.774,positive
BRITANNIA.NS,ICICIGI.NS,0.7737,positive
METROPOLIS.NS,BPCL.NS,0.7736,positive
MARICO.NS,LUPIN.NS,0.7736,positive
RELIANCE.NS,HINDCOPPER.NS,0.7735,positive
ICICIPRULI.NS,PETRONET.NS,0.7734,positive
PAGEIND.NS,M&M.NS,0.7734,positive
SBILIFE.NS,MFSL.NS,0.7733,positive
TATACONSUM.NS,DLF.NS,0.7731,positive
CUB.NS,LUPIN.NS,0.773,positive
APOLLOHOSP.NS,HINDALCO.NS,0.7728,positive
BHARATFORG.NS,TATAMOTORS.NS,0.7728,positive
LUPIN.NS,RECLTD.NS,0.7728,positive
GRASIM.NS,MANAPPURAM.NS,0.7727,positive
COLPAL.NS,TATAMOTORS.NS,0.7726,positive
INDIACEM.NS,DIVISLAB.NS,0.7726,positive
BHARATFORG.NS,MGL.NS,0.7725,positive
COFORGE.NS,BHARTIARTL.NS,0.7725,positive
CIPLA.NS,ICICIBANK.NS,0.7722,positive
COLPAL.NS,LUPIN.NS,0.7722,positive
JINDALSTEL.NS,DLF.NS,0.7722,positive
INDIACEM.NS,MOTHERSON.NS,0.7722,positive
NTPC.NS,M&M.NS,0.7722,positive
GRANULES.NS,BHARTIARTL.NS,0.7721,positive
AMBUJACEM.NS,INTELLECT.NS,0.772,positive
ESCORTS.NS,METROPOLIS.NS,0.7719,positive
INDIAMART.NS,PVRINOX.NS,0.7719,positive
ICICIBANK.NS,BPCL.NS,0.7718,positive
SUNTV.NS,POLYCAB.NS,0.7717,positive
AXISBANK.NS,BRITANNIA.NS,0.7716,positive
JSWSTEEL.NS,SBIN.NS,0.7716,positive
TATAMOTORS.NS,ADANIPORTS.NS,0.7715,positive
AXISBANK.NS,AMBUJACEM.NS,0.7715,positive
HEROMOTOCO.NS,HINDPETRO.NS,0.7715,positive
AXISBANK.NS,MOTHERSON.NS,0.7714,positive
HINDALCO.NS,BHARATFORG.NS,0.7714,positive
GRASIM.NS,METROPOLIS.NS,0.7713,positive
INDIGO.NS,OFSS.NS,0.7713,positive
MANAPPURAM.NS,LAURUSLABS.NS,0.7712,positive
GRANULES.NS,BEL.NS,0.7711,positive
HCLTECH.NS,BPCL.NS,0.771,positive
CIPLA.NS,METROPOLIS.NS,0.7708,positive
PNB.NS,CUMMINSIND.NS,0.7708,positive
DRREDDY.NS,VOLTAS.NS,0.7708,positive
HAVELLS.NS,IEX.NS,0.7708,positive
JSWSTEEL.NS,JUBLFOOD.NS,0.7708,positive
UBL.NS,RECLTD.NS,0.7708,positive
APOLLOHOSP.NS,ADANIPORTS.NS,0.7707,positive
AUROPHARMA.NS,M&M.NS,0.7707,positive
TCS.NS,BAJAJ-AUTO.NS,0.7707,positive
AUROPHARMA.NS,LICI.NS,0.7706,positive
AXISBANK.NS,CUMMINSIND.NS,0.7706,positive
BHARTIARTL.NS,VOLTAS.NS,0.7706,positive
CIPLA.NS,SBILIFE.NS,0.7706,positive
CUB.NS,COFORGE.NS,0.7705,positive
HCLTECH.NS,VEDL.NS,0.7704,positive
AXISBANK.NS,COALINDIA.NS,0.7703,positive
BRITANNIA.NS,HEROMOTOCO.NS,0.7702,positive
